Ticket Number,Agent,Priority,Subject,Tags,Conversation Summary,processed_text
6037,101095952946.0,1,Upload File Formats - Mobile Scanning Icon,"Cintoo Cloud, Logo, AEC-5858","Omar Zerhouni Suggestion from Kiris  | Good suggestion, thanks. I have created the Jira ticket and added it to next sprint.  [AEC-5858] Upd | Jira issue status changed to Write Spec -(Martial Marchesseau) added this comment | Jira issue status changed to QA Spec -(Martial Marchesseau) added this comment | Jira issue status changed to Dev Review -(Mathieu Notheber) added this comment | Jira issue status changed to Ready -(Timothy Barker) added this comment | Jira issue status changed to In Progress -(Automation for Jira) added this comment | Jira issue status changed to Code Review -(Automation for Jira) added this comment | Jira issue status changed to QA Validation -(Jerome Allasia) added this comment | Jira issue status changed to To be Integrated -(Jerome Allasia) added this comment | Jira issue status changed to In Progress -(Timothy Barker) added this comment | Jira issue status changed to In Progress -(Timothy Barker) added this comment | Jira issue status changed to Code Review -(Timothy Barker) added this comment | Jira issue status changed to Code Review -(Timothy Barker) added this comment | Jira issue status changed to QA Validation -(Timothy Barker) added this comment | Jira issue status changed to QA Validation -(Timothy Barker) added this comment | Jira issue status changed to To be Integrated -(Mathieu Notheber) added this comment | Jira issue status changed to In Dev -(Automation for Jira) added this comment | Jira issue status changed to Validated -(Mathieu Notheber) added this comment | Jira issue status changed to Closed -(Cintoo Bot) added this comment",omar zerhouni suggestion kiris good suggestion thanks created jira ticket added next sprint aec upd jira issue status changed write spec martial marchesseau added comment jira issue status changed qa spec martial marchesseau added comment jira issue status changed dev review mathieu notheber added comment jira issue status changed ready timothy barker added comment jira issue status changed progress automation jira added comment jira issue status changed code review automation jira added comment jira issue status changed qa validation jerome allasia added comment jira issue status changed integrated jerome allasia added comment jira issue status changed progress timothy barker added comment jira issue status changed progress timothy barker added comment jira issue status changed code review timothy barker added comment jira issue status changed code review timothy barker added comment jira issue status changed qa validation timothy barker added comment jira issue status changed qa validation timothy barker added comment jira issue status changed integrated mathieu notheber added comment jira issue status changed dev automation jira added comment jira issue status changed validated mathieu notheber added comment jira issue status changed closed cintoo bot added comment
6036,101037953612.0,2,"ECH Arch New Deal 2,000 + BCM",Billing,"Please take a look at ticket #6036 raised by Jason DiSalvo (jason.disalvo@cintoo.com).     Thanks,   | Jason DiSalvo @cecile.thil@cintoo.com     Hello,     Invoice sent  Follow-up sales & Orion adjusted.",please take look ticket raised jason disalvo jasondisalvocintoocom thanks jason disalvo cecilethilcintoocom hello invoice sent followup sales orion adjusted
6035,101037953612.0,2,FW: Cintoo information,Billing,"Simon Shaw      Hi Simon,      The GMT is the Australian equivalent of the EIN number 82 5244127 . W | Simon Shaw      Would this letterhead be ok ? | Hello Caro

No, if that is the equivalent, then please add the EIN number instead.
Thanks
Simon | Did this get booked yet?  I don’t see it in Follow up Sales.


Rob Rasnic
Chief Sales Officer
[ | Caroline is sending the invoice to me this afternoon.
We are still in the sign-up process with AECO | Simon Shaw      I'm working on it - invoice done.  Follow-up sales & Orion adjusted",simon shaw hi simon gmt australian equivalent ein number w simon shaw would letterhead ok hello caro equivalent please add ein number instead thanks simon get booked yet dont see follow sales rob rasnic chief sales officer caroline sending invoice afternoon still signup process aeco simon shaw im working invoice done followup sales orion adjusted
6034,,2,Authentication Issue,Cintoo API,"Hi George,      cintoo-login.exe has a ""--url"" option to change the base URL (see ""--help"" for a lis | Salomon Mayengue Thomas Corvazier FYI... | Perfect, I've ran through the process and can confirm this works for us. Thank you for the quick res | Leonardo Hidd Fonteles Dominique Pouliquen FYI",hi george cintoologinexe url option change base url see help lis salomon mayengue thomas corvazier fyi perfect ive ran process confirm works us thank quick res leonardo hidd fonteles dominique pouliquen fyi
6031,101053189816.0,2,Cintoo Connect: Not enough memory,Cintoo Connect,"Hi Arthur,    Try to close any software that is running. You can also try setting the ""Scans and ima | Hi Arthur,    I would like to share the article on this issue  Cintoo Connect not enough memory     ",hi arthur try close software running also try setting scans ima hi arthur would like share article issue cintoo connect enough memory
6024,101037953612.0,2,FW: PO 4102537526 - GE HYDRO FRANCE,Billing,"The good news is that they are still contributing to the insurance premium they required?


Rob R | @chuck.grassley@cintoo.com      Hi,    the signed aknowledgment of receipt has been sent.  I'll proc | Hi Caroline looks like they have this one right! I will let you look it over and confirm everything  | Please  Bonjour Cécile,     Peux-tu traiter cette commande?     merci     Caro  il faut prendre la v | Hi Chuck,     Invoice sent  Follow-up sales & Orion extended - the decrease in scan capacity will be",good news still contributing insurance premium required rob r chuckgrassleycintoocom hi signed aknowledgment receipt sent ill proc hi caroline looks like one right let look confirm everything please bonjour ccile peuxtu traiter cette commande merci caro il faut prendre la v hi chuck invoice sent followup sales orion extended decrease scan capacity
6023,101053189816.0,2,Manual Alignment tools,"Alignment Tool, Cintoo Cloud","Hi Robert,    Thanks for the information that you have provided. Have you seen this happen on this o | John, I think this is a well-known issue … Please look for related tickets in Freshdesk and/or Jira. | Indeed, there is in the webApp backlog an issue about 400 error when saving changes using the alignm | 
Hello,

after consulting one of our admins, my role in the project was altered to a higher level | John, please before closing, inform the customer about the ""Upload Reality Data"" permission that was | Hi Robert,    I wanted to provide one additional piece of information related to the manual alignmen",hi robert thanks information provided seen happen john think wellknown issue please look related tickets freshdesk andor jira indeed webapp backlog issue error saving changes using alignm hello consulting one admins role project altered higher level john please closing inform customer upload reality data permission hi robert wanted provide one additional piece information related manual alignmen
6022,,2,FW: GRTgaz sent a new Purchase Order 5700031485,,Simon Shaw   João-Carlos Pereira Fialho   Order confirmed on Aribas (ne shipment done)  Invoice sent,simon shaw joocarlos pereira fialho order confirmed aribas ne shipment done invoice sent
6021,101021676705.0,2,Implementing SSO,SSO,"Thomas Corvazier Salomon Mayengue Do we have something in the pipeline for cornerstone Engineering?  | To be checked with Caroline Noel, but on Jira I don't see any SSO ticket for this company.  Luis Gra | Luis Graterol      HI,   the SSO got invoiced on November 15, 2023 but no Jira ticket got issued. Ac | Thanks Caroline Noel.   So Thomas Corvazier the customer indeed paid and needs assistance for the se | Hi Vince,    Which identity provider are you using? Here is our guide for SSO implementation: Cintoo | Salomon,

Thank you.
We have gone through the instructions for the Microsof 365 SSO with Cintoo,  | Hi Lyle,  Could you send me the Cintoo URL you are using, along with a screenshot of the error you e | Salomon,

Here are the steps I have taken as per the instructions from Cintoo and the link that it | I just checked the account, it’s still there.

Are you using https://us.cintoo.cloud/login ?

Vi | Vince,

Yes, that is the same one.  Password I had been using (and had documented) is not working, | Jira ticket for tracking [SRE-1965] Configure SSO for cornerstone Engineering - Jira (atlassian.net) | I can see that password reset was requested last week on March 15th:   +------+--------------------- | Hi Lyle,  Could you use this URL https://us.cintoo.cloud/ to test the connection using the normal me | Salomon,

Thank you, not sure what changed between this morning and now, but I can get sign in aga | ​Hi Lyle,  I apologize for the inconvenience; there was a configuration error on my end. I have made | Salomon,

Thank you, that link went through and prompted me to a very familiar Microsoft authoriza | Hi Lyle,  I'm pleased to hear that the link worked well for you. Regarding the SSO feature, it is cu | Salomon,
I think we are good, but I’ll leave it to Vince to pull the final trigger on enabling SSO  | It worked seamlessly for me when I hit that URL, I wasn’t even prompted for authentication since I’m | We've just enabled SSO across the entire domain as requested. Please check and let us know if you en",thomas corvazier salomon mayengue something pipeline cornerstone engineering checked caroline noel jira dont see sso ticket company luis gra luis graterol hi sso got invoiced november jira ticket got issued ac thanks caroline noel thomas corvazier customer indeed paid needs assistance se hi vince identity provider using guide sso implementation cintoo salomon thank gone instructions microsof sso cintoo hi lyle could send cintoo url using along screenshot error e salomon steps taken per instructions cintoo link checked account still using httpsuscintoocloudlogin vi vince yes one password using documented working jira ticket tracking sre configure sso cornerstone engineering jira atlassiannet see password reset requested last week march th hi lyle could use url httpsuscintoocloud test connection using normal salomon thank sure changed morning get sign aga hi lyle apologize inconvenience configuration error end made salomon thank link went prompted familiar microsoft authoriza hi lyle im pleased hear link worked well regarding sso feature cu salomon think good ill leave vince pull final trigger enabling sso worked seamlessly hit url wasnt even prompted authentication since im weve enabled sso across entire domain requested please check let us know en
6020,,1,Assistance,,This ticket is closed and merged into ticket 6019,ticket closed merged ticket
6019,,2,RE: Cintoo,,"Tickets with IDs 6020 is merged into this ticket. | Merged from ticket 6020  
      Subject: Assistance  
      Description:  
 Can done please reach ou | Spoke to this customer on the phone and resolved. Closing this ticket",tickets ids merged ticket merged ticket subject assistance description done please reach ou spoke customer phone resolved closing ticket
6018,101037953612.0,2,Owens-Corning renewal March 2024- March 2025,"Billing, Renewal","@Chuck.Grassley@Cintoo.com     Hello,     Invoice sent  Follow-up sales & Orion updated",chuckgrassleycintoocom hello invoice sent followup sales orion updated
6017,101026576803.0,2,Article Feedback - Using the Crop Tool in 3D View,"Crop Tool, Cintoo Cloud","Bonjour,     il faut d'abord sélectionner la heightmap et la parametrer      Puis il faut appeler l' | Merci. Mais je suis bloquée dans le Z de la crop. Je n’arrive pas à faire varier le Z de la Heigthma | Bonsoir,

Je voudrais faire une coupe comme celle que j’avais fais hier qui était parfaite !
Mais | Bonjour Veronique     voilà une vidéo montrant comment mettre à jour une heightmap dans un crop. htt | Merci beaucoup.
Mais je reste coincée avec une altitude min en heigthmap bloquée. Je ne peux pas la | I am checking to see if you have had a chance to work with the client on his issues with the heightm | I am checking back on this ticket to see if there are any updates  | John Tapia Yes we can close",bonjour il faut dabord slectionner la heightmap et la parametrer puis il faut appeler l merci mais je suis bloque dans le z de la crop je narrive pas faire varier le z de la heigthma bonsoir je voudrais faire une coupe comme celle que javais fais hier qui tait parfaite mais bonjour veronique voil une vido montrant comment mettre jour une heightmap dans un crop htt merci beaucoup mais je reste coince avec une altitude min en heigthmap bloque je ne peux pas la checking see chance work client issues heightm checking back ticket see updates john tapia yes close
6016,,2,Site Map missing,"Cintoo Cloud, Site Map, AEC-5842","Hi Warren,    Can you invite me (czarnick@cintoo.com) to your project using the steps in this articl | Morning Bob,

If you are comfortable with this, please add Nicholas from Cintoo to the RB1 scan pr | No problem.  I just added you Nicholas.


Bob Powers
Sr. Engineering Specialist
Wood
Mobile: 6 | I've been added to the WoodPLC user list, but can't access the project yet.      Can you send me (cz | Sorry my mistake, please ignore. I see the project under My Projects.     I will let you know as soo | Guillaume Hercod Leonardo Hidd Fonteles Martial Marchesseau There is a bug with Site Map display in  | Hi Warren,    We've reproduced the error on our side and our dev team is investigating. Will keep yo | Nicholas Czarnick I reproduced a similar error on one of our project ; the problem/fix seems to be o | Nicholas Czarnick Jira issue created https://cintoo.atlassian.net/browse/AEC-5842 and added to sprin | Jira issue status changed to Dev Review -(Mathieu Notheber) added this comment | Thank you for investigating this Nicholas.  Much appreciated.

Regards,
Warren

 | Hi Warren,    We've opened an internal bug ticket with our development team and they're estimating i | Jira issue status changed to Ready -(Laurent Llorca) added this comment | Jira issue status changed to Closed -(Jerome Allasia) added this comment | Nicholas Czarnick I see the Jira Ticket is closed wanting to know if we should contact the customer  | Hi everyone,     The issue with the Site Map display in the Cintoo Navigation Map should be fixed no | Hi Nicholas,

We still cannot see the site map if 3D models are loaded.  Is there some other setti | Hi Warren,    I see the root issue is still occurring, apologies for the miscommunication.      For  | Guillaume Hercod Martial Marchesseau Jerome Allasia This bug is still not resolved. Site Map still d | Hi Nicholas,

Thank you for clarifying.  Our 3D models from Navisworks (via BIM 360) are floor ind | Hi Warren,    A workaround in the meantime would be to create a work zone named MODEL as a child of  | Hi Nicholas,

Yes, this works nicely thank you.  Much appreciated.

[cid:image001.png@01DA9269.2 | Jira issue status changed to Open -(Martial Marchesseau) added this comment | Jira issue status changed to Write Spec -(Martial Marchesseau) added this comment | Jira issue status changed to QA Spec -(Martial Marchesseau) added this comment | Jira issue status changed to Dev Review -(Mathieu Notheber) added this comment | Thanks Nicholas Czarnick for the steps to reproduce. The Jira ticket is now in ready for the next sp | Martial Marchesseau Thanks letting me know. Is there a date/timeframe for Sprint 42 that I can commu | Hi Warren,    Checking with our dev team on the estimated timeframe for implementing a fix for the i | This is a partial view of the current state of WebApp FrontEnd sprint 42 backlog.  As you can see AE",hi warren invite czarnickcintoocom project using steps articl morning bob comfortable please add nicholas cintoo rb scan pr problem added nicholas bob powers sr engineering specialist wood mobile ive added woodplc user list cant access project yet send cz sorry mistake please ignore see project projects let know soo guillaume hercod leonardo hidd fonteles martial marchesseau bug site map display hi warren weve reproduced error side dev team investigating keep yo nicholas czarnick reproduced similar error one project problemfix seems nicholas czarnick jira issue created httpscintooatlassiannetbrowseaec added sprin jira issue status changed dev review mathieu notheber added comment thank investigating nicholas much appreciated regards warren hi warren weve opened internal bug ticket development team theyre estimating jira issue status changed ready laurent llorca added comment jira issue status changed closed jerome allasia added comment nicholas czarnick see jira ticket closed wanting know contact customer hi everyone issue site map display cintoo navigation map fixed hi nicholas still see site map models loaded setti hi warren see root issue still occurring apologies miscommunication guillaume hercod martial marchesseau jerome allasia bug still resolved site map still hi nicholas thank clarifying models navisworks via bim floor ind hi warren workaround meantime would create work zone named model child hi nicholas yes works nicely thank much appreciated cidimagepngda jira issue status changed open martial marchesseau added comment jira issue status changed write spec martial marchesseau added comment jira issue status changed qa spec martial marchesseau added comment jira issue status changed dev review mathieu notheber added comment thanks nicholas czarnick steps reproduce jira ticket ready next sp martial marchesseau thanks letting know datetimeframe sprint commu hi warren checking dev team estimated timeframe implementing fix partial view current state webapp frontend sprint backlog see ae
6015,101053189816.0,2,Cintoo scan download,"Cintoo Cloud, e57","Hi Ken,    Yes, selecting the ""scan"" option downloads structured E57 data with embedded panoramic im | Thanks John.  I figured but wanted to confirm.


Thanks,
Ken Brunette
Laser Scanning Coordinato | @John, good one, thanks!",hi ken yes selecting scan option downloads structured e data embedded panoramic im thanks john figured wanted confirm thanks ken brunette laser scanning coordinato john good one thanks
6012,101037953612.0,2,Fwd: Cintoo renewal 19/03/2024,Billing,"Simon Shaw      Hi Simon,     Follow-up sales  adjusted  Orion is OK:    Cheers,     Caroline",simon shaw hi simon followup sales adjusted orion ok cheers caroline
6011,101037953612.0,2,Kahuna Renewal,Billing,"Alex Galvan      Hello,     Invoice sent & Follow-up sales adjusted     Cheers,     Caro",alex galvan hello invoice sent followup sales adjusted cheers caro
6010,101021676710.0,2,SLAM100 pointcloud in the Cintoo,Cintoo Cloud,"Nicholas Czarnick Is this possible? | Hi Vitor.,    I am checking with my colleagues to see if this is possible        John Tapia  Technic | Ola Lucas,  Eu vous te explicar este caso amanha.     Please take a look at ticket #6010 raised by V | Hello John,

 

Thank you sincerely for your assistance. 

I eagerly await your response regar | John Tapia Yes it's feasible to import the panoramic images.     João-Carlos Pereira Fialho Please w | Lucas Chamberlaim Oi Lucas, eu ja te vou explicar o que temos de fazer com este pedido da CPE tecnol | Hello support team!

I hope this message finds you well.

I would like to know if you have any u | João-Carlos Pereira Fialho Client is asking if there is any update on this  | Hi Vitor.,    Thank you for your patience as we investigate the issues and enhancement requests you  | Hi Vitor.,    Are there any specific file formats or data structures required for the customized SLA | The customer is requesting the following      A customized interface for importing data directly fro | John Tapia This is totally unrelated to the viewer ; we only handle the data that the webapp feed us | Hi Vitor.,    Are you able to provide access to the SLAM Project?       John Tapia  Technical Suppor",nicholas czarnick possible hi vitor checking colleagues see possible john tapia technic ola lucas eu vous te explicar este caso amanha please take look ticket raised v hello john thank sincerely assistance eagerly await response regar john tapia yes feasible import panoramic images joocarlos pereira fialho please w lucas chamberlaim oi lucas eu ja te vou explicar que temos de fazer com este pedido da cpe tecnol hello support team hope message finds well would like know u joocarlos pereira fialho client asking update hi vitor thank patience investigate issues enhancement requests hi vitor specific file formats data structures required customized sla customer requesting following customized interface importing data directly fro john tapia totally unrelated viewer handle data webapp feed us hi vitor able provide access slam project john tapia technical suppor
6009,101021676703.0,2,FW: Cintoo Projects,"Cintoo Cloud, Admin, Projects","Hi Stephen,     Please send us a screenshot of what is shown in the drop-down menu at the top left o | Hi Stephen,

Just wanted to follow up on this. Just got notice that the additional accounts that a | Nicholas,

There is only one item in the pulldown list, so no need to display the pulldown list as | Hi Stephen,    ​From the second screenshot you shared of your Administrators page, I can see you are | Here is me logged in as sgrisez@ppeng.com<mailto:sgrisez@ppeng.com>
[cid:image001.png@01DA7603.11A4 | Hi Stephen,    The paid Cintoo subscription is tied to your sgrisez@sbcglobal.net email. So you need",hi stephen please send us screenshot shown dropdown menu top left hi stephen wanted follow got notice additional accounts nicholas one item pulldown list need display pulldown list hi stephen second screenshot shared administrators page see logged sgrisezppengcommailtosgrisezppengcom cidimagepngdaa hi stephen paid cintoo subscription tied sgrisezsbcglobalnet email need
6008,101053189816.0,2,RE: Cintoo trial issues,"ACC, Cintoo Cloud","Hi Cody,    ​Can you try and clear your cache and then try again if this persists let me know.     A | John, the customer was trying to import from local hard disk. How do you know he has BIM360 or ACC a | Hi Cody,    Is this BIM 360 or Autodesk Construction Cloud you are having issues with       John Tap | Hi John,

I cleared my cache, and this issue still persists. It’s not currently a problem because  | Hi Cody,    One more question in regards to this have you tried this on another machine if this is a | John, please did you try to reproduce the issue? | Steven Tan Hey Steve do you have ACC to test this? Please let me know  | John,     The client was able to get the model successfully imported into the Cintoo platform using ",hi cody try clear cache try persists let know john customer trying import local hard disk know bim acc hi cody bim autodesk construction cloud issues john tap hi john cleared cache issue still persists currently problem hi cody one question regards tried another machine john please try reproduce issue steven tan hey steve acc test please let know john client able get model successfully imported cintoo platform using
6006,101037953612.0,2,FW: new plan “HUS – JH” for tietoa 10K CSD+BCM,Billing,"Great Job Petra!


Rob Rasnic
Chief Sales Officer
[cid:image005.jpg@01DA7528.A58724D0]<https:// | Petra Doucet      Hello,     Jira ticket has been created.  I'll wait for the account creation befor | Petra Doucet      Hello,  Thanks, that's great.      Invoice sent.  Follow-up sales & Orion updated",great job petra rob rasnic chief sales officer cidimagejpgdaadhttps petra doucet hello jira ticket created ill wait account creation befor petra doucet hello thanks thats great invoice sent followup sales orion updated
6005,101053189816.0,1,RDS Oil - Mesh Issue,"Cintoo Cloud, Crops","João-Carlos Pereira Fialho I am checking with you if you are still working with the customer in rega | Hi Gavin,    I am checking back with you if you have spoken to anyone or if has anyone gotten back t | John Tapia with Kris ATKINSON,new CSM EMEA/APAC, Kris has been able to create new crops and get corr | Omar Zerhouni The issue is resolved but Joao wanted to get some information from the dev team on thi | João-Carlos Pereira Fialho Did Kris create the new crop with exactly the same bounding box than his  | Hi John,

Yes they did thank you. Also I appreciate the quick response.

Cheers,
Gavin


Gav",joocarlos pereira fialho checking still working customer rega hi gavin checking back spoken anyone anyone gotten back john tapia kris atkinsonnew csm emeaapac kris able create new crops get corr omar zerhouni issue resolved joao wanted get information dev team thi joocarlos pereira fialho kris create new crop exactly bounding box hi john yes thank also appreciate quick response cheers gavin gav
6002,101037953612.0,2,FW: Graymont - confirm pricing for renewal,Billing,"@cecile.thil@cintoo.com | Simon Shaw      Hello,  Invoice sent  Follow-up sales & Orion",cecilethilcintoocom simon shaw hello invoice sent followup sales orion
6001,101037953612.0,2,PO037975 : V01226 - Cintoo US Inc.,Billing,"Daniel Chamorro      The end user has not created his account yet. Can you check this point ?     Th | Daniel Chamorro      Bonjour Daniel,     Here is the ticket. thanks for your help.     Excellente jo | Thanks Caroline,

I reached out to them about this and I will speak with their finance team to rem | @ | Daniel Chamorro      Invoice sent  Follow-up sales & Orion adjusted",daniel chamorro end user created account yet check point th daniel chamorro bonjour daniel ticket thanks help excellente jo thanks caroline reached speak finance team rem daniel chamorro invoice sent followup sales orion adjusted
6000,101021676703.0,2,Automatic reply: Haskell Cintoo Site - Black Screen on 360 Photos,"Cintoo Cloud, Leica 360",This ticket is closed and merged into ticket 4720,ticket closed merged ticket
5999,,2,FW: Bestellung 41148: Paketerweiterung Mercer Timber 1.000 Scans,Billing,Petra Doucet      the Jira ticket for the account creation has been done.  I'll wait for its creatio | Petra Doucet      Invoice sent  Follow-up sales & Orion adjusted.,petra doucet jira ticket account creation done ill wait creatio petra doucet invoice sent followup sales orion adjusted
5998,101037953612.0,2,Provost & Pritchard Upgrade,Billing,"Alex Galvan      Hello Alex,   His monthly subscription ending on April 1st has been partially refun | Hi Alex,            Ok I just deleted both subscriptions “Beta Plan” and “Active Plan”            Th | Thanks Thomas,     I'm closing this ticket | Thank you Thomas!

To schedule a meeting click here<https://meetings.hubspot.com/alex-galvan>

A | thanks,  I'm closing this ticket",alex galvan hello alex monthly subscription ending april st partially refun hi alex ok deleted subscriptions beta plan active plan th thanks thomas im closing ticket thank thomas schedule meeting click herehttpsmeetingshubspotcomalexgalvan thanks im closing ticket
5997,,2,FW: Choate Payment,,"Hello,     that's a payment confirmation,      thanks,     I'm closing this ticket | Im thinking its payment confirmation.

To schedule a meeting click here<https://meetings.hubspot.c",hello thats payment confirmation thanks im closing ticket im thinking payment confirmation schedule meeting click herehttpsmeetingshubspotc
5996,101037953612.0,2,PQS Order - 3500 Upgrade,Billing,"Nice work Adam!


Rob Rasnic
Chief Sales Officer
[cid:image001.jpg@01DA745E.54A0C0A0]<https://d | Nice first deal Adam : )

 | @adam.box@cintoo.com     thanks Adam     Invoice sent  Follow-up sales & Orion ajdusted",nice work adam rob rasnic chief sales officer cidimagejpgdaeacahttpsd nice first deal adam adamboxcintoocom thanks adam invoice sent followup sales orion ajdusted
5994,101037953612.0,2,FW: Cintoo Cloud Renewal,Billing,"Simon Shaw      Hello,     invoice sent -   Follow-up sales & Orion adjusted",simon shaw hello invoice sent followup sales orion adjusted
5991,101037953612.0,2,FW: PO Details - Clorox,Billing,"Nice work!


Rob Rasnic
Chief Sales Officer
[cid:image002.jpg@01DA73BB.9DC12390]<https://d2y2wd | Hi Chuck,     Thanks, that's great.  Invoice is ready to be sent.  Follow-up sales updated.  Can you | Yes increase to 5000 as of today and please confirm back with their new capacity.

And no discount | Hi Chuck,   Thanks for your confirmation.  Invoice sent  ​Subscription extended.",nice work rob rasnic chief sales officer cidimagejpgdabbdchttpsdywd hi chuck thanks thats great invoice ready sent followup sales updated yes increase today please confirm back new capacity discount hi chuck thanks confirmation invoice sent subscription extended
5990,101021676703.0,2,Editing Project Location,"Cintoo Cloud, Manage Scan Projects","Hi Marco,    Project details can be edited from My Projects > Edit icon:     Tile View:        List  | Thank you, Nicholas!
I was worried when the button wasn’t in the project details page like before. | Thanks Nick :)     @Martial, have we removed the edit button temporarily or forever? | Leonardo Hidd Fonteles edit project button has been removed forever from the project details page. | Martial, Leo, what was the rationale behind removing edit button from Project Details? | @ange, I don't know, I thought it was temporally due to the ESRI integration, but Martial says it is | Leonardo Hidd Fonteles multiple reasons  * with ""Phoenix: My Projects"" edit project is now a VueJs c",hi marco project details edited projects edit icon tile view list thank nicholas worried button wasnt project details page like thanks nick martial removed edit button temporarily forever leonardo hidd fonteles edit project button removed forever project details page martial leo rationale behind removing edit button project details ange dont know thought temporally due esri integration martial says leonardo hidd fonteles multiple reasons phoenix projects edit project vuejs c
5988,101053189816.0,2,Cintoo Access,"Cintoo Cloud, Account","Hi Jamie,    Have you contacted your admin or BIM Manager about the changes?       John Tapia  Techn | Yes, adding Tyler from Noartech, they told me to reach out to Cintoo directly. I just need someone t | Hello John,

There is no BIM manager, it’s just Jamie’s account. She either needs her account emai | Nicholas Czarnick Noar Technologies is that nor consulting. Salomon Mayengue Thomas Corvazier I woul | John Tapia Noar technologies assisted with the purchase order for this account, but the main Cintoo  | Hi Jamie,    Try resetting your password here https://aec.cintoo.com/login/forgotpassword using the  | I’m not able to do that as that is my not email address any longer. We have an authenticator sign in | Thomas Corvazier Salomon Mayengue The user is having issues logging in  | Hi John,   I've updated Jamie's account to use their new email: jamie.hall@lions.nfl.net. Could you  | Hi Jamie,    We have updated the email to jamie.hall@lions.nfl.net please reset the password. If you | I will be traveling out of the country from March 12th - March 16th with little to no access to emai | It let me in, I didn’t have to reset my password but used my correct email and I can sign in now.
",hi jamie contacted admin bim manager changes john tapia techn yes adding tyler noartech told reach cintoo directly need someone hello john bim manager jamies account either needs account emai nicholas czarnick noar technologies consulting salomon mayengue thomas corvazier woul john tapia noar technologies assisted purchase order account main cintoo hi jamie try resetting password httpsaeccintoocomloginforgotpassword using im able email address longer authenticator sign thomas corvazier salomon mayengue user issues logging hi john ive updated jamies account use new email jamiehalllionsnflnet could hi jamie updated email jamiehalllionsnflnet please reset password traveling country march th march th little access emai let didnt reset password used correct email sign
5987,101037953612.0,2,FW: New Purchase Order 395474 has been issued,Billing,"Yes correct January 14 2024 is correct renewal date and invoice should reflect as such!

 | @ Chuck Grassley <chuck.grassley@cintoo.com      Hello,     Invoice uploaded on Coupa.  Follow-up sa",yes correct january correct renewal date invoice reflect chuck grassley chuckgrassleycintoocom hello invoice uploaded coupa followup sa
5985,101037953612.0,2,Cancel subscription,"Billing, Subscription cancellation","Alex Galvan      Hello Alex,     Can you tell me what I should about this subscription ?   Should I  | Yes please.

Thank you.

To schedule a meeting click here<https://meetings.hubspot.com/alex-galv | Alex Galvan      Subscription canceled on April 7, 2024.  Follow-up sales & Orion adjusted.         ",alex galvan hello alex tell subscription yes please thank schedule meeting click herehttpsmeetingshubspotcomalexgalv alex galvan subscription canceled april followup sales orion adjusted
5984,101017248884.0,2,Thank you for contacting Optiqo,Cintoo Cloud,Cyril Deguet Dont know which ticket this is associated to  | Another one due to my reply to ADM :(,cyril deguet dont know ticket associated another one due reply adm
5983,101017248884.0,2,Your message to Support awaits moderator approval,Cintoo Cloud,I believe this is associated with another ticket 5971 | Yes to be ignored,believe associated another ticket yes ignored
5982,101017248884.0,2,"Vaisala Service Case 00614364 Created: ""Re: INC0711517 || Vulnerability in ESET Products""",Cintoo Cloud,"Associated to 5971 | Yes, I did a reply all, not realizing ADM had put in Cc all their vendors :(",associated yes reply realizing adm put cc vendors
5981,101026576803.0,2,Manual Alignment Tools - Not Listing Recently Uploaded Model...,"Cintoo Cloud, Align Scan & BIM","Hi Glenn,    The Manual Alignment tool has never shwon th emodels independently. You can only align  | Ah. Ok. Makes sense.

I’ll create a workzone as you say.

Thanks.

Regards,

Glenn Laugesen",hi glenn manual alignment tool never shwon th emodels independently align ah ok makes sense ill create workzone say thanks regards glenn laugesen
